2016-12-06 20:00:00;Philadelphia 76ers;91;Memphis Grizzlies;96
2016-12-06 19:30:00;New York Knicks;114;Miami Heat;103
2016-12-06 20:00:00;San Antonio Spurs;105;Minnesota Timberwolves;91
2016-12-06 21:00:00;Phoenix Suns;105;Utah Jazz;112
2016-12-06 19:00:00;Orlando Magic;124;Washington Wizards;116
2016-12-07 19:30:00;Miami Heat;95;Atlanta Hawks;103
2016-12-07 19:30:00;Denver Nuggets;111;Brooklyn Nets;116
2016-12-07 19:00:00;Detroit Pistons;77;Charlotte Hornets;87
2016-12-07 20:30:00;Sacramento Kings;120;Dallas Mavericks;89
2016-12-07 20:00:00;Los Angeles Lakers;95;Houston Rockets;134
2016-12-07 22:30:00;Golden State Warriors;115;Los Angeles Clippers;98
2016-12-07 20:00:00;Portland Trail Blazers;107;Milwaukee Bucks;115
2016-12-07 20:00:00;Cleveland Cavaliers;126;New York Knicks;94
2016-12-07 19:00:00;Boston Celtics;117;Orlando Magic;87
2016-12-07 21:00:00;Indiana Pacers;109;Phoenix Suns;94
2016-12-08 21:30:00;San Antonio Spurs;91;Chicago Bulls;95
2016-12-08 20:00:00;Portland Trail Blazers;86;Memphis Grizzlies;88
2016-12-08 20:00:00;Philadelphia 76ers;99;New Orleans Pelicans;88
2016-12-08 19:00:00;Minnesota Timberwolves;110;Toronto Raptors;124
2016-12-08 21:00:00;Golden State Warriors;106;Utah Jazz;99
2016-12-08 19:00:00;Denver Nuggets;85;Washington Wizards;92
2016-12-09 19:30:00;Toronto Raptors;101;Boston Celtics;94
2016-12-09 19:00:00;Orlando Magic;88;Charlotte Hornets;109
2016-12-09 19:30:00;Miami Heat;84;Cleveland Cavaliers;114
2016-12-09 20:30:00;Indiana Pacers;103;Dallas Mavericks;111
2016-12-09 22:30:00;Phoenix Suns;119;Los Angeles Lakers;115
2016-12-09 20:00:00;Atlanta Hawks;114;Milwaukee Bucks;110
2016-12-09 20:00:00;Detroit Pistons;117;Minnesota Timberwolves;90
2016-12-09 20:00:00;Houston Rockets;102;Oklahoma City Thunder;99
2016-12-09 22:30:00;New York Knicks;103;Sacramento Kings;100
2016-12-10 20:00:00;Miami Heat;100;Chicago Bulls;105
2016-12-10 19:30:00;Charlotte Hornets;105;Cleveland Cavaliers;116
2016-12-10 20:00:00;Dallas Mavericks;87;Houston Rockets;109
2016-12-10 19:00:00;Portland Trail Blazers;111;Indiana Pacers;118
2016-12-10 22:30:00;New Orleans Pelicans;105;Los Angeles Clippers;133
2016-12-10 20:00:00;Golden State Warriors;89;Memphis Grizzlies;110
2016-12-10 19:00:00;Denver Nuggets;121;Orlando Magic;113
2016-12-10 20:30:00;Brooklyn Nets;101;San Antonio Spurs;130
2016-12-10 21:00:00;Sacramento Kings;84;Utah Jazz;104
2016-12-10 19:00:00;Milwaukee Bucks;105;Washington Wizards;110
2016-12-11 18:00:00;Philadelphia 76ers;97;Detroit Pistons;79
2016-12-11 21:30:00;New York Knicks;118;Los Angeles Lakers;112
2016-12-11 19:00:00;Golden State Warriors;116;Minnesota Timberwolves;108
2016-12-11 19:00:00;Boston Celtics;96;Oklahoma City Thunder;99
2016-12-11 20:30:00;New Orleans Pelicans;120;Phoenix Suns;119
2016-12-12 20:30:00;Denver Nuggets;92;Dallas Mavericks;112
2016-12-12 20:00:00;Brooklyn Nets;118;Houston Rockets;122
